authors,average_rating,language_code,# num_pages,ratings_count,text_reviews_count
Sophocles-David Grene-Charles Segal,3.97,en-US,223.0,53.0,3.0
Sophocles-E.F. Watling,4.14,eng,218.0,132.0,9.0
Sophocles-Paul Roche,3.97,eng,390.0,8.0,1.0
Sophocles-Roger D. Dawe,3.69,grc,214.0,209.0,1.0
Sophocles-Bernard Knox-Cynthia Brantley Johnson,3.69,eng,144.0,706.0,49.0
Aristophanes-William Arrowsmith-Richmond Lattimore-Douglass Parker,4.06,eng,624.0,5986.0,78.0
Aristophanes-Jeffrey Henderson,3.92,eng,256.0,93.0,6.0
Aristophanes-Moses Hadas,4.21,eng,577.0,1954.0,32.0
Aristophanes-David R. Slavitt,3.83,eng,322.0,4.0,533.6321277526615
Aristophanes-Peter Meineck,3.76,eng,480.0,1.0,533.6321277526615
Aristophanes-Alan H. Sommerstein,3.96,en-US,241.0,3723.0,113.0
Aristophanes-Jeffrey Henderson,3.42,eng,96.0,23.0,2.0
Aristophanes-Kenneth James Dover,3.76,eng,254.0,13.0,2.0
Aristophanes-Jeffrey Henderson,4.12,grc,624.0,68.0,10.0
Aristophanes-David B. Barrett-Alan H. Sommerstein,4.13,eng,336.0,1241.0,17.0
Aristophanes-David B. Barrett,3.95,eng,224.0,372.0,27.0
Aristophanes-Dudley Fitts,4.03,eng,400.0,14.0,2.0
Aristophanes-Jeffrey Henderson,4.19,grc,608.0,57.0,3.0
Douglas M. MacDowell,4.07,eng,376.0,14.0,3.0
Aristophanes-Douglass Parker,3.85,eng,98.0,19.0,2.0
Aristophanes-S. Douglas Olson,3.58,eng,408.0,243.0,11.0
Aristophanes-Alan H. Sommerstein-David B. Barrett-David Brett,3.79,en-US,335.0,39.0,1.0
Andrea Wilson Nightingale,4.33,en-GB,238.0,5.0,2.0
George Pelecanos,3.63,eng,372.0,3941.0,353.0
Annie Proulx,3.99,en-GB,318.0,466.0,65.0
Ricardo Piglia,4.16,spa,144.0,210.0,27.0
Ricardo Piglia,4.12,spa,209.0,301.0,20.0
Ricardo Piglia-Amanda Hopkinson,3.75,eng,209.0,66.0,12.0
Ricardo Piglia,3.96,spa,218.0,1188.0,71.0
Ricardo Piglia,3.75,spa,227.0,1003.0,54.0
Ernesto Sabato,4.05,spa,159.0,405.0,52.0
Ernesto Sabato,4.27,spa,547.0,6294.0,165.0
Augustine of Hippo-John E. Rotelle-Maria Boulding,3.91,eng,416.0,138.0,24.0
Augustine of Hippo-Bruce Harbert-John E. Rotelle,4.04,eng,144.0,251.0,19.0
Peter R.L. Brown,4.27,en-US,576.0,1557.0,95.0
Augustine of Hippo-D.W. Robertson Jr.,4.01,eng,191.0,2213.0,60.0
Augustine of Hippo-Peter R.L. Brown-Frank Sheed,3.91,eng,296.0,73.0,9.0
Garry Wills,3.53,eng,176.0,257.0,30.0
Henry Chadwick,3.74,eng,144.0,219.0,31.0
Augustine of Hippo-Boniface Ramsey-Edmund Hill,3.94,eng,540.0,26.0,2.0
Anthony Bourdain,4.06,eng,302.0,2428.0,275.0
Anthony Bourdain,4.06,spa,478.0,10.0,533.6321277526615
Ovid-Allen Mandelbaum,4.05,eng,559.0,685.0,62.0
Ovid-Ted Hughes,4.23,eng,264.0,174.0,19.0
Ovid-Bernard Knox-Charles    Martin,4.05,eng,624.0,27.0,8.0
Ovid-William Scovil Anderson,4.25,eng,584.0,220.0,16.0
Ovid-William Scovil Anderson,4.3,eng,560.0,31.0,3.0
Norma Goldman-Jacob E. Nyenhuis,4.38,en-US,524.0,76.0,8.0
Ovid-J.H. Mozley-G.P. Goold,4.02,eng,400.0,93.0,4.0
Ovid-Peter Green,4.12,eng,451.0,412.0,14.0
Ovid-Frank Justus Miller,4.57,eng,499.0,60.0,4.0
Ovid-Frank Justus Miller,4.42,eng,496.0,757.0,14.0
Norma Goldman-Michael  Rossi,4.08,eng,152.0,12.0,533.6321277526615
Michael C.J. Putnam,3.67,eng,222.0,6.0,1.0
Charles Segal,4.62,eng,440.0,12.0,533.6321277526615
Sophocles-Reginald Gibbons-Charles Segal,3.63,eng,197.0,33.0,5.0
Sophocles-Reginald Gibbons-Charles Segal,3.63,eng,208.0,254.0,14.0
Richard Johnsonbaugh-Martin Kalin,4.07,eng,640.0,14.0,533.6321277526615
Richard Martin Stern,3.45,eng,302.0,241.0,19.0
Homer-Robert Fitzgerald,3.85,eng,594.0,22.0,2.0
Simon Goldhill,3.76,eng,345.0,120.0,15.0
Simon Goldhill,4.04,eng,302.0,27.0,2.0
Simon Goldhill,3.4,eng,334.0,10.0,1.0
Simon Goldhill,3.75,eng,212.0,11.0,533.6321277526615
Daniel Pinchbeck,3.41,en-US,408.0,1395.0,219.0
Daniel Pinchbeck-Lee Fukui,4.06,en-US,336.0,2700.0,167.0
Daniel Pinchbeck,4.06,eng,336.0,46.0,2.0
Jon Ronson,3.95,eng,336.0,11066.0,778.0
Jon Ronson,3.6,eng,259.0,9956.0,858.0
Jared Diamond,4.02,eng,518.0,4269.0,405.0
Jared Diamond,4.02,spa,588.0,175.0,23.0
Daniel Duane,3.87,eng,256.0,603.0,60.0
Catherine Coulter,3.78,eng,354.0,2403.0,112.0
Judy Sierra-Marc Brown,4.17,eng,40.0,4372.0,366.0
Michel Foucault-Robert Hurley,4.04,eng,168.0,14.0,3.0
Michel Foucault-Robert Hurley,4.07,eng,304.0,2827.0,68.0
Michel Foucault-Robert Hurley,4.04,eng,168.0,286.0,25.0
Michel Foucault-Robert Hurley,4.07,eng,304.0,47.0,2.0
Sue Birtwistle-Sue Conklin-Susie Conklin,4.43,eng,128.0,3860.0,96.0
Jane Austen,4.25,eng,333.0,2369.0,259.0
Jane Austen-Vivien Jones,4.25,eng,392.0,1779.0,209.0
Jane Austen-George Saintsbury-Hugh  Thomson,4.25,eng,476.0,1131.0,167.0
Jane Austen-Carol Howard,4.25,eng,392.0,1563.0,166.0
David  Roberts-Jon Krakauer,3.72,eng,160.0,315.0,36.0
Jon Krakauer,3.99,eng,372.0,44.0,4.0
Valerian Albanov-Jon Krakauer-David  Roberts-Alison Anderson-Валериан Альбанов,4.0,eng,288.0,1836.0,124.0
Thomas L. Friedman,3.68,spa,495.0,36.0,533.6321277526615
David McClung-Peter Schaerer,4.02,eng,342.0,41.0,1.0
Arthur J. Roth,3.65,eng,144.0,260.0,35.0
Louisa May Alcott-Scott McKowen,4.06,en-CA,520.0,1319.0,122.0
Louisa May Alcott-Paula Danziger,4.06,eng,562.0,422.0,40.0
Louisa May Alcott-Jessie Willcox Smith-Frank T. Merrill,4.06,eng,389.0,151.0,8.0
Louisa May Alcott,4.06,eng,327.0,74.0,8.0
Charles Dickens,3.83,eng,293.0,901.0,74.0
Marie Kalil,3.49,eng,128.0,35.0,10.0
Charles Dickens-Keith Cox-Cynthia Brantley Johnson,3.83,eng,496.0,128.0,29.0
Charles Dickens-Gillen D'Arcy Wood,3.83,eng,409.0,1255.0,172.0
SparkNotes,3.87,eng,96.0,9.0,1.0
Charles Dickens-Gillen D'Arcy Wood,3.83,en-US,429.0,709.0,87.0
Charles Dickens-Simon Schama,3.83,eng,432.0,37.0,8.0
Lucinda Hawksley-Bob Harvey-Charles Dickens,3.88,eng,160.0,22.0,2.0
James B. Stewart,4.16,en-US,592.0,9180.0,198.0
Wes Nicholson,3.29,eng,96.0,7.0,533.6321277526615
Julia Golding,4.21,eng,416.0,1404.0,59.0
Daniel Pool,3.85,en-US,416.0,4749.0,497.0
Jane Smiley,3.81,eng,224.0,524.0,78.0
Jared Diamond,3.71,eng,176.0,4256.0,253.0
Jared Diamond,4.05,eng,407.0,57.0,1.0
Jared Diamond,3.93,spa,752.0,66.0,10.0
Colleen Sexton,3.79,eng,112.0,118.0,10.0
Lindsey Fraser-J.K. Rowling,3.99,eng,96.0,4184.0,85.0
J.K. Rowling,4.4,eng,240.0,11459.0,143.0
Philip Nel,3.57,eng,96.0,74.0,7.0
Frank Herbert,3.65,eng,256.0,1561.0,79.0
Frank Herbert,3.81,eng,320.0,6022.0,139.0
Frank Herbert,3.43,eng,192.0,1437.0,71.0
Neal Stephenson,4.16,eng,400.0,1859.0,97.0
Aristophanes-B.B. Rogers,3.8,en-US,88.0,3.0,1.0
Aristophanes-Jeffrey Henderson,3.85,eng,320.0,76.0,6.0
Radcliffe G. Edmonds III,3.75,eng,276.0,3.0,533.6321277526615
Aristophanes-Robert Mayhew,3.78,en-GB,124.0,51.0,5.0
Paul Anthony Cartledge,3.43,eng,127.0,7.0,1.0
Raymond Chandler,4.16,eng,384.0,4794.0,152.0
Paul Murray,3.6,eng,448.0,947.0,127.0
Masaki Yamada-Yuji Oniki-Carl Gustav Horn,3.98,eng,196.0,247.0,12.0
Raymond Chandler,4.22,eng,2.0,9.0,2.0
Daniel C. Dennett,3.89,eng,448.0,9703.0,319.0
Daniel C. Dennett,3.88,eng,511.0,6393.0,253.0
Daniel C. Dennett,3.83,en-US,368.0,2267.0,87.0
Daniel C. Dennett,3.82,eng,192.0,1516.0,64.0
Nicholas Humphrey-Daniel C. Dennett,3.76,en-US,244.0,20.0,3.0
Daniel C. Dennett,3.92,eng,200.0,474.0,34.0
Douglas R. Hofstadter-Daniel C. Dennett,4.14,eng,512.0,4715.0,90.0
Stephen Hawking,4.16,eng,256.0,750.0,58.0
David Filkin-Stephen Hawking,4.28,eng,304.0,1383.0,22.0
Stephen Hawking-Kip S. Thorne-Igor Novikov-Timothy Ferris-Alan Lightman-Richard     Price,3.93,eng,224.0,241.0,9.0
John Boslough,4.04,eng,160.0,648.0,30.0
Stephen Hawking-Roger Penrose,4.09,eng,152.0,945.0,37.0
Lawrence M. Krauss-Stephen Hawking,3.83,eng,188.0,4641.0,172.0
Ayn Rand-Robert Mayhew-Peter   Schwartz,3.96,en-US,192.0,406.0,35.0
Ayn Rand-Leonard Peikoff-David Harriman,3.95,eng,752.0,307.0,12.0
Nancy L. Mace-Peter V. Rabins,4.24,eng,624.0,67.0,6.0
Thom Hartmann-Joseph Chilton Pearce-Neale Donald Walsch,4.22,en-US,400.0,1341.0,133.0
Michael Cunningham,3.93,eng,230.0,1533.0,122.0
Michael Cunningham,3.58,eng,336.0,4380.0,441.0
Malcolm Gladwell,3.92,en-US,277.0,4089.0,345.0
Malcolm Gladwell,3.92,en-US,296.0,65.0,2.0
Mark Hoppus-Anne Hoppus-Alex Gaskarth,4.4,eng,112.0,158.0,19.0
Jane Austen-Deirdre Le Faye,4.15,eng,672.0,2211.0,66.0
Kim Wilson-Tom Carpenter,3.78,eng,128.0,1415.0,104.0
Ernest Hemingway-Donald Sutherland,3.76,eng,3.0,359.0,73.0
Ernest Hemingway,3.76,en-US,127.0,1160.0,116.0
Ernest Hemingway,3.76,eng,127.0,761.0,86.0
Julian Barnes,3.66,eng,190.0,8925.0,567.0
Gustave Flaubert-Francis Steegmuller-Eugène Delacroix,3.63,eng,230.0,358.0,32.0
Gustave Flaubert-Douglas Parmée,3.83,eng,464.0,104.0,6.0
Gustave Flaubert-Mildred Marmur-Robin Morgan,3.66,eng,448.0,468.0,57.0
Gustave Flaubert-Roger Whitehouse-Geoffrey Wall,3.71,eng,110.0,3050.0,139.0
Jean-Paul Sartre-Carol Cosman,3.8,en-US,632.0,5.0,1.0
Doris Kearns Goodwin,4.28,eng,42.0,89.0,28.0
Thomas May-John   Adams,3.5,eng,455.0,20.0,5.0
Abigail Adams-Frank Shuffelton,4.17,eng,512.0,267.0,26.0
John  Adams-John Patrick Diggins,4.11,eng,533.0,56.0,533.6321277526615
Ruth Westheimer,3.62,eng,432.0,9.0,533.6321277526615
Jennifer Watson,3.63,eng,257.0,36.0,8.0
David D. Burns,4.0,eng,729.0,4666.0,119.0
Elisabeth Kübler-Ross,4.16,eng,288.0,140.0,11.0
Elisabeth Kübler-Ross,4.08,eng,192.0,186.0,8.0
Lynne Ann DeSpelder-Albert Lee Strickland,3.77,eng,664.0,112.0,12.0
Mark Shepard,3.64,eng,46.0,55.0,7.0
Stephen R. Covey,4.09,eng,368.0,2419.0,225.0
Stephen R. Covey,4.22,eng,192.0,1685.0,102.0
Stephen R. Covey,3.9,eng,384.0,328.0,23.0
Dan Millman-Robert D. San Souci-T. Taylor Bruce,4.18,en-US,32.0,152.0,14.0
John Wilcockson-Graham   Watson,3.67,eng,344.0,354.0,26.0
Truman Capote-Reynolds Price,4.2,eng,320.0,3842.0,215.0
Truman Capote,3.89,eng,162.0,5607.0,691.0
Margaret Truman,3.58,eng,384.0,556.0,76.0
Margaret Truman,3.72,en-US,376.0,592.0,66.0
Truman Capote,3.81,eng,232.0,10212.0,618.0
Truman Capote-Scott Brick,4.07,eng,15.0,529.0,126.0
Steven Johnson,3.96,en-US,288.0,2685.0,197.0
Temple Grandin-Margaret M. Scariano,4.07,en-GB,200.0,1771.0,150.0
David R. Palmer,4.16,eng,291.0,1640.0,163.0
Iris Fry,4.06,eng,344.0,46.0,5.0
Edith Wharton-Laszlo Kubinyi,3.89,eng,303.0,2687.0,175.0
Edith Wharton,3.95,eng,272.0,743.0,62.0
Zilpha Keatley Snyder-Alton Raible,4.09,eng,231.0,40.0,9.0
Zilpha Keatley Snyder,3.68,eng,183.0,34.0,9.0
Douglas Adams-John Lloyd,3.93,eng,192.0,3924.0,81.0
Douglas Adams,3.98,eng,6.0,56.0,14.0
J.R.R. Tolkien-Humphrey Carpenter-Christopher Tolkien,4.14,eng,502.0,4541.0,159.0
Ruth S. Noel-J.R.R. Tolkien,3.97,eng,207.0,4635.0,69.0
J.R.R. Tolkien-Christina Scull-Wayne G. Hammond,3.84,eng,127.0,5221.0,198.0
Bryce Courtenay,3.8,eng,611.0,2627.0,147.0
Bryce Courtenay,4.07,eng,683.0,2203.0,130.0
Bryce Courtenay,4.01,eng,671.0,3767.0,125.0
Sarah M.  Anderson-Karen Swenson,3.61,eng,320.0,18.0,2.0
David McCullough,3.98,eng,240.0,3166.0,441.0
David McCullough,4.06,en-US,752.0,1785.0,276.0
Jeffery Deaver,4.19,en-GB,467.0,222.0,31.0
Jeffery Deaver,4.19,spa,640.0,26.0,2.0
Herman Melville-William Hootkins,3.49,eng,25.0,66.0,17.0
Jan Needle-Patrick Benson-Herman Melville,3.72,eng,192.0,155.0,16.0
Herman Melville-William Hootkins,3.49,eng,6.0,8872.0,900.0
Herman Melville-Carl F. Hovde,3.49,eng,707.0,1165.0,193.0
Michael J. Davey-Duncan Wu,3.61,eng,208.0,50.0,7.0
Geraldine McCaughrean-Victor G. Ambrus-Herman Melville,3.85,eng,104.0,38.0,5.0
William Humphrey,4.15,eng,96.0,12.0,1.0
Edward F. Edinger,3.84,eng,156.0,21.0,4.0
Geraldine McCaughrean-Victor G. Ambrus-Herman Melville,3.85,eng,102.0,6.0,533.6321277526615
Herman Melville,3.49,eng,248.0,2.0,1.0
Elizabeth A. Schultz,4.28,eng,400.0,16.0,1.0
Nathaniel Philbrick,4.16,eng,302.0,278.0,34.0
Steve Martini,3.91,en-US,401.0,2686.0,153.0
Steve Martini,3.96,eng,451.0,12329.0,135.0
Mark Twain,3.86,eng,560.0,8540.0,663.0
Susan  Griffith,3.59,eng,576.0,36.0,6.0
Hesiod-Glenn W. Most,4.03,eng,434.0,33.0,1.0
Wole Soyinka-Simon Gikandi,3.76,en-US,254.0,249.0,29.0
Thomas Merton-Christine M. Bochen,4.5,eng,382.0,15.0,2.0
H.G. Wells-Patrick Parrinder-Steven McLean-Marina Warner,3.88,eng,104.0,2864.0,281.0
H.G. Wells-Cynthia Brantley Johnson-Benjamin Beard,3.88,eng,150.0,359.0,36.0
John Swartzwelder,3.84,en-US,138.0,1448.0,164.0
Joseph McMoneagle,3.49,en-GB,275.0,56.0,5.0
H.G. Wells-Melvin Burgess,3.88,eng,123.0,263.0,31.0
H.G. Wells-Ursula K. Le Guin,3.98,en-US,432.0,77.0,9.0
H.G. Wells-Edward Mendelson-Patrick Parrinder,3.42,eng,414.0,820.0,106.0
Umberto Eco,4.12,en-US,560.0,1323.0,113.0
Henri J.M. Nouwen,4.35,en-US,120.0,7501.0,367.0
Timothy B. Tyson,4.15,eng,368.0,2470.0,388.0
José Saramago-Giovanni Pontiero,4.28,eng,377.0,788.0,110.0
José Saramago-Margaret Jull Costa,3.89,eng,245.0,10634.0,715.0
José Saramago-Peter Sís-Margaret Jull Costa,3.89,eng,64.0,3138.0,233.0
José Saramago-Giovanni Pontiero,3.91,eng,346.0,5950.0,272.0
José Saramago-Margaret Jull Costa,3.83,eng,307.0,7390.0,535.0
José Saramago-Giovanni Pontiero,3.8,en-US,292.0,305.0,30.0
José Saramago-Giovanni Pontiero,4.03,eng,384.0,3618.0,188.0
José Saramago-Pilar del Río,3.88,spa,380.0,1106.0,89.0
José Saramago-Pilar del Río,3.79,spa,461.0,1544.0,105.0
José Saramago-Pilar del Río,3.83,spa,441.0,742.0,65.0
José Saramago-Giovanni Pontiero,3.8,eng,314.0,324.0,62.0
José Saramago-Pilar del Río,3.99,spa,274.0,2425.0,257.0
Kahlil Gibran-جبران خليل جبران-H.M. Nahmad-Robert Hillyer,4.03,eng,228.0,2035.0,100.0
Jack Kerouac,3.63,eng,320.0,480.0,39.0
Jack Kerouac-Ann Charters,3.63,eng,281.0,5218.0,460.0
Mark Stevens-Annalyn Swan,4.11,eng,732.0,2664.0,104.0
Wole Soyinka,3.92,eng,230.0,1213.0,85.0
Wole Soyinka,3.56,eng,251.0,320.0,26.0
Wole Soyinka,3.8,eng,65.0,1103.0,75.0
David    Allen,3.83,eng,165.0,3541.0,175.0
David  Allen-Tina Blythe-Gene Thompson-Grove,3.96,eng,142.0,52.0,4.0
Sun Tzu-Mark McNeilly,3.84,eng,272.0,120.0,13.0
Al Ries-Jack Trout,4.1,eng,216.0,870.0,53.0
Seth Godin-Malcolm Gladwell,3.99,en-US,234.0,4504.0,80.0
Erasmus-Martin Luther-Philip S. Watson-E. Gordon Rupp,3.81,eng,364.0,107.0,13.0
Harper Lee,4.27,eng,323.0,10005.0,877.0
Harper Lee-Sissy Spacek,4.27,eng,11.0,653.0,176.0
Harper Lee,4.27,eng,281.0,6334.0,805.0
Harper Lee,4.27,en-US,323.0,250.0,32.0
David H. Chilton,4.02,eng,199.0,61.0,4.0
David Chilton,4.02,eng,197.0,6837.0,304.0
Jonathan Swift-Jesse Gale,3.79,eng,416.0,2001.0,52.0
Henry James-R.D. Gooder,3.59,eng,504.0,84.0,12.0
Henry James-Colm Tóibín,4.04,eng,563.0,137.0,11.0
Geoffrey Chaucer-David  Wright,3.49,eng,465.0,249.0,21.0
Geoffrey Chaucer-Vincent Foster Hopper,3.75,eng,530.0,69.0,5.0
Helen  Cooper,4.01,eng,456.0,83.0,4.0
Geoffrey Chaucer-Brian Stone,3.58,eng,272.0,67.0,6.0
Geoffrey Chaucer,3.49,eng,383.0,35.0,4.0
Geoffrey Chaucer-Theodore Morrison,3.86,en-US,611.0,71.0,8.0
Deloris Jordan-Kadir Nelson-Roslyn M. Jordan,4.21,eng,32.0,1054.0,159.0
Monique Truong,3.51,eng,261.0,4182.0,604.0
Abdul Rahman Munif-Peter Theroux-Abdelrahman Munif,4.1,eng,627.0,813.0,100.0
Walter Benjamin-Hannah Arendt-Harry Zohn-Leon Wieseltier,4.29,eng,288.0,8748.0,189.0
Saul Steinberg-Joel Smith-Charles Simic,4.46,eng,288.0,37.0,4.0
Philip Dutre,4.47,eng,366.0,15.0,2.0
David Guterson,3.83,eng,404.0,586.0,48.0
William S. Pollack-Mary Pipher,3.82,en-US,480.0,1355.0,122.0
Douglas Coupland,3.88,eng,371.0,436.0,37.0
Douglas Coupland,3.88,eng,371.0,369.0,22.0
Lev Manovich,3.85,eng,354.0,798.0,25.0
Ernest Becker-Sam Keen-Daniel Goleman,4.17,eng,336.0,5894.0,542.0
Howard Zinn-Kathy Emery-Ellen Gordon Reeves,4.08,eng,619.0,38.0,3.0
Howard Zinn-Kathy Emery-Ellen Gordon Reeves,4.0,eng,496.0,22.0,533.6321277526615
Richard Hollis,3.99,en-US,232.0,648.0,11.0
Lisa Lowe,4.0,eng,272.0,197.0,8.0
Jonathan Hale,3.89,eng,256.0,76.0,12.0
David Bodanis,4.09,eng,337.0,6196.0,311.0
David Bodanis,4.08,en-US,373.0,694.0,111.0
Rolland Hein-Clyde S. Kilby,3.93,eng,303.0,433.0,17.0
Madeleine L'Engle,3.76,eng,307.0,3882.0,154.0
Madeleine L'Engle,4.35,en-US,646.0,165.0,14.0
Madeleine L'Engle,4.13,eng,320.0,457.0,45.0
Madeleine L'Engle-Mary Chambers,3.99,eng,48.0,228.0,4.0
Madeleine L'Engle,4.21,en-CA,246.0,4985.0,473.0
Friedrich Nietzsche-Raymond Geuss-Ronald Speirs,4.02,eng,204.0,365.0,22.0
Friedrich Nietzsche-Francis Golffing,4.0,en-US,320.0,819.0,41.0
Friedrich Nietzsche,3.98,eng,84.0,32.0,1.0
Friedrich Nietzsche-Michael Tanner-Shaun Whiteside,3.98,en-US,160.0,9522.0,279.0
Mark Twain-David Lionel Smith-Sherley Anne Williams,3.79,eng,512.0,3671.0,56.0
Mark Twain-Michael Prichard,3.79,eng,342.4027271401487,3.0,533.6321277526615
Katherine Paterson-Donna Diamond,3.99,en-US,191.0,1764.0,148.0
Katherine Paterson,3.99,eng,128.0,100.0,19.0
Katherine Paterson,3.84,eng,148.0,10.0,1.0
Katherine Paterson,3.76,eng,275.0,1954.0,289.0
John  Paterson-Katherine Paterson-Susan Jeffers,3.76,eng,32.0,108.0,21.0
Katherine Paterson,4.26,eng,266.0,97.0,26.0
Emil M. Cioran-Richard Howard,4.26,eng,186.0,1653.0,89.0
Tanya Huff,3.44,eng,313.0,37.0,1.0
Tracy Chevalier,3.87,eng,233.0,1134.0,126.0
Tracy Chevalier,3.87,eng,248.0,1854.0,197.0
Rosalind Laker,3.92,eng,585.0,26.0,3.0
Tracy Chevalier,3.68,eng,342.4027271401487,303.0,24.0
Tracy Chevalier,3.57,ger,384.0,5.0,533.6321277526615
Tom Hunter-Tracy Chevalier-Colin Wiggins,3.58,en-GB,80.0,40.0,533.6321277526615
Tite Kubo,4.38,eng,208.0,10019.0,71.0
Tite Kubo,4.36,eng,208.0,8584.0,77.0
Tite Kubo,4.36,eng,208.0,7914.0,75.0
Tsugumi Ohba-Takeshi Obata,4.43,jpn,195.0,223.0,38.0
Tsugumi Ohba-Takeshi Obata,4.39,jpn,204.0,451.0,12.0
Tsugumi Ohba-Takeshi Obata,4.43,jpn,194.0,396.0,9.0
Valerie Parv,3.25,eng,187.0,1.0,1.0
Valerie Parv,3.25,eng,187.0,3.0,1.0
Patrick Süskind-John E. Woods,4.02,eng,255.0,1095.0,183.0
Patrick Süskind,4.02,ger,321.0,8579.0,303.0
Patrick Süskind,3.57,eng,128.0,21.0,2.0
Patrick Süskind,3.68,eng,77.0,5832.0,387.0
Patrick Süskind-Jean-Jacques Sempé,3.85,eng,128.0,1974.0,97.0
Tite Kubo,4.22,jpn,189.0,37.0,2.0
Tite Kubo,4.22,fre,192.0,51.0,4.0
E.R. Eddison-Orville Prescott-James Stephens-Keith  Henderson,3.7,eng,520.0,221.0,38.0
Gary Paulsen-Steve Chorney,3.7,eng,80.0,112.0,13.0
Gary Paulsen,3.93,eng,111.0,1139.0,214.0
Gary Paulsen,4.43,en-US,560.0,538.0,45.0
Mike  Rowe-Ronald Radano,3.88,eng,226.0,24.0,1.0
Gary Paulsen,4.25,eng,272.0,5128.0,793.0
Gary Paulsen,4.01,en-US,133.0,65.0,11.0
Daniel Defoe-John J. Richetti,3.67,eng,286.0,1415.0,134.0
Daniel Defoe-Michael Shinagel,3.67,en-US,436.0,547.0,60.0
Daniel Defoe,3.67,eng,397.0,70.0,8.0
Daniel Defoe-Avi,3.67,eng,482.0,200.0,32.0
Daniel Defoe,3.67,eng,288.0,311.0,18.0
Daniel Defoe-Manuel Schonhorn-Charles   Johnson,3.79,eng,733.0,545.0,34.0
Mark Twain-Paul Baender-Dahlia Armon-Walter Blair,3.85,eng,389.0,5.0,533.6321277526615
Mark Twain-Lee Nelson,3.59,eng,277.0,236.0,30.0
Mark Twain-E.W. Kemble,3.81,eng,368.0,142.0,16.0
Mark Twain-George Saunders,3.81,eng,244.0,671.0,37.0
Mark Twain-Michael Patrick Hearn-E.W. Kemble,3.81,eng,656.0,181.0,17.0
Mark Twain,4.2,eng,64.0,934.0,51.0
Mark Twain-Lin Salamo-Victor Fischer-Michael B. Frank,3.86,eng,221.0,494.0,69.0
Mark Twain-Charles Neider,4.05,eng,508.0,2746.0,200.0
Khaled Hosseini,4.28,eng,383.0,5241.0,592.0
Khaled Hosseini-Alis Friis Caspersen,4.28,dan,258.0,11.0,533.6321277526615
James Hilton,3.92,eng,241.0,11794.0,940.0
Louisa May Alcott-C. Michael Dudash-Stephen W. Hines,3.95,eng,282.0,679.0,38.0
Louisa May Alcott-Madeleine B. Stern,3.76,eng,281.0,1019.0,108.0
Nancy Friday,3.68,eng,361.0,1718.0,110.0
Frances Hodgson Burnett-Sandra M. Gilbert,4.13,eng,281.0,1709.0,114.0
Martha Hailey DuBose-Frances Hodgson Burnett-Lucy Corvino-Arthur Pober,4.3,eng,160.0,1346.0,72.0
Frances Hodgson Burnett-Alison Lurie,4.13,en-GB,288.0,512.0,13.0
Amy Cotler-Frances Hodgson Burnett-Prudence See,4.28,eng,128.0,142.0,19.0
Thomas Sowell,4.31,eng,448.0,5357.0,396.0
Thomas Sowell,4.31,en-US,627.0,307.0,41.0
Thomas Sowell,4.36,eng,372.0,2282.0,270.0
Thomas Sowell,4.14,eng,256.0,1466.0,121.0
Thomas Sowell,4.38,eng,422.0,720.0,44.0
Thomas Sowell,4.32,eng,304.0,1668.0,150.0
Unknown-J.R.R. Tolkien-Christopher Tolkien,3.97,eng,214.0,1240.0,92.0
Selina Shirley Hastings-Juan Wijngaard,3.89,eng,29.0,58.0,9.0
Alcoholics Anonymous,4.44,eng,250.0,22.0,533.6321277526615
Alcoholics Anonymous,4.44,en-US,576.0,466.0,28.0
Overeaters Anonymous,4.37,en-US,221.0,200.0,10.0
Andrew Weil,4.12,en-US,448.0,568.0,43.0
Bernard Malamud-Jonathan Safran Foer,3.95,eng,335.0,8394.0,388.0
Bernard Malamud-Robert Giroux,4.25,en-US,656.0,675.0,49.0
Bernard Malamud-Jonathan Rosen,3.88,en-US,246.0,7880.0,306.0
Lawrence M. Lasher,4.0,eng,184.0,4.0,533.6321277526615
Bernard Malamud-Aleksandar Hemon,3.66,eng,248.0,633.0,45.0
Matthew Barber-Elizabeth von Arnim,3.59,eng,73.0,63.0,5.0
E.M. Forster-Benjamin DeMott,4.1,eng,449.0,2319.0,112.0
Lionel Trilling-E.M. Forster,3.52,eng,208.0,6.0,533.6321277526615
E.M. Forster-Gilbert Adair-Elizabeth Heine,3.48,eng,416.0,1587.0,121.0
P.N. Furbank,4.11,eng,648.0,133.0,10.0
E.M. Forster,3.96,eng,352.0,367.0,26.0
Robert Hellenga,3.58,eng,384.0,2636.0,334.0
Gordon S. Wood,3.97,eng,336.0,3167.0,179.0
Gordon Korman,4.11,eng,140.0,1818.0,111.0
Gordon Korman,4.21,eng,151.0,1892.0,81.0
Gordon Korman,4.19,eng,150.0,2024.0,72.0
Deborah  Gordon,4.25,eng,390.0,8.0,533.6321277526615
Ivo Andrić-Lovett F. Edwards-William H. McNeill,4.33,eng,314.0,8401.0,463.0
Ivo Andrić,4.33,eng,314.0,237.0,33.0
Jean Estoril,4.14,eng,188.0,234.0,8.0
Jean Estoril,4.16,eng,194.0,12.0,4.0
Jean Estoril,4.15,eng,188.0,6.0,1.0
Jean Estoril-Mabel Esther Allan,4.1,eng,190.0,185.0,8.0
Ivo Andrić-Pascale Delpech,4.33,fre,384.0,61.0,8.0
